Date,SPY,AGG,Lega,Ten,Bund
2016-04-13,179.88145446777344,88.46979522705078,470.4347,127.046875,143.21
2016-04-14,179.89013671875,88.31810760498047,469.8001,126.796875,142.96
2016-04-15,179.69119262695312,88.56555938720703,471.2235,127.0625,143.35
2016-04-18,180.953857421875,88.55757904052734,471.5339,126.921875,142.95
2016-04-19,181.52459716796875,88.54959106445312,472.1048,126.78125,142.71
2016-04-20,181.69757080078125,88.33409118652344,471.6571,126.171875,143.15
2016-04-21,180.7203369140625,88.21434020996094,469.9721,126.03125,141.96
2016-04-22,180.7203369140625,88.22230529785156,467.6254,125.890625,141.96
2016-04-25,180.40902709960938,88.12651824951172,467.7127,125.796875,141.65
2016-04-26,180.67710876464844,88.08659362792969,468.0046,125.59375,141.1
2016-04-27,181.04896545410156,88.3499984741211,468.2286,126.203125,141.32
2016-04-28,179.40585327148438,88.52567291259766,471.4193,126.375,141.83
2016-04-29,178.4372100830078,88.51768493652344,474.4409,126.484375,141.35
2016-05-02,179.85552978515625,88.45767974853516,474.6457,126.125,141.33
2016-05-03,178.2902374267578,88.61762237548828,476.3753,126.71875,142.5
2016-05-04,177.29568481445312,88.6576156616211,475.0912,126.859375,142.45
2016-05-05,177.26107788085938,88.88156127929688,474.2688,127.15625,142.97
2016-05-06,177.90963745117188,88.74556732177734,474.898,126.953125,143.29
2016-05-09,178.0567626953125,88.80156707763672,473.2772,127.21875,143.52
2016-05-10,180.27064514160156,88.841552734375,472.8771,127.203125,143.73
2016-05-11,178.58424377441406,88.841552734375,474.0595,127.328125,143.65
2016-05-12,178.63613891601562,88.76158142089844,473.1778,127.015625,143.29
2016-05-13,177.07945251464844,88.92948913574219,471.7784,127.390625,143.66
2016-05-16,178.82635498046875,88.77760314941406,471.8584,126.9375,143.39
2016-05-17,177.15728759765625,88.6576156616211,472.1391,126.828125,143.62
2016-05-18,177.20921325683594,88.28971862792969,469.4317,125.796875,143.1
2016-05-19,176.59515380859375,88.3457260131836,468.199,126.09375,143.08
2016-05-20,177.71078491210938,88.40174102783203,467.9001,126.125,143.03
2016-05-23,177.46861267089844,88.38569641113281,468.4403,126.171875,142.89
2016-05-24,179.76904296875,88.33775329589844,467.9766,125.984375,142.98
2016-05-25,180.9884796142578,88.3537368774414,468.0531,125.890625,143.37
2016-05-26,181.04034423828125,88.48966979980469,469.857,126.3125,143.5
2016-05-27,181.81863403320312,88.47364044189453,468.8837,126.21875,143.47
